,Data Medicao,PRECIPITACAO TOTAL MENSAL(mm),TEMPERATURA MEDIA MENSAL(°C),Nome
5069,2023-02-28,"95,2","26,265382",SOBRAL
5070,2023-03-31,"254,6","25,621371",SOBRAL
5071,2023-04-30,"246,2","25,754897",SOBRAL
5072,2023-05-31,"18,6","26,869489",SOBRAL
5073,2023-06-30,11,"27,121806",SOBRAL
5074,2018-01-31,"20,6","28,59086",PETROLINA
5075,2018-07-31,0,"25,08414",PETROLINA
5076,2018-08-31,",8","26,063441",PETROLINA
5077,2018-09-30,0,"27,597222",PETROLINA
5078,2018-10-31,"8,4","28,836559",PETROLINA
5079,2018-11-30,0,"29,188472",PETROLINA
5080,2018-12-31,"48,8","27,40121",PETROLINA
5081,2019-01-31,10,"29,012366",PETROLINA
5082,2019-02-28,"68,4","28,891369",PETROLINA
5083,2019-03-31,"62,2","28,193952",PETROLINA
5084,2019-04-30,"30,4","28,302083",PETROLINA
5085,2019-05-31,"21,2","28,048521",PETROLINA
5086,2019-06-30,"7,8","25,367917",PETROLINA
5087,2019-07-31,"1,8","24,805511",PETROLINA
5088,2019-08-31,"4,2","24,998118",PETROLINA
5089,2019-09-30,",8","27,183333",PETROLINA
5090,2019-10-31,"5,8","28,520161",PETROLINA
5091,2019-11-30,",8","29,720833",PETROLINA
5092,2019-12-31,"23,4","29,836828",PETROLINA
5093,2020-01-31,"106,4","28,070296",PETROLINA
5094,2020-02-29,20,"28,226149",PETROLINA
5095,2020-03-31,"110,4","27,475134",PETROLINA
5096,2020-04-30,"76,2","27,044861",PETROLINA
5097,2020-05-31,"6,4","26,307124",PETROLINA
5098,2020-06-30,"16,8","24,710833",PETROLINA
5099,2020-07-31,"5,2","24,244355",PETROLINA
5100,2020-08-31,"4,4","24,752151",PETROLINA
5101,2020-09-30,",2","26,627917",PETROLINA
5102,2020-10-31,1,"29,22379",PETROLINA
5103,2020-11-30,150,"26,945833",PETROLINA
5104,2020-12-31,0,"28,545968",PETROLINA
5105,2021-01-31,"58,8","28,104167",PETROLINA
5106,2021-02-28,74,"27,836905",PETROLINA
5107,2021-03-31,"6,2","28,785753",PETROLINA
5108,2021-04-30,"61,6","27,598611",PETROLINA
5109,2021-05-31,",2","25,59328",PETROLINA
5110,2021-06-30,"3,8","25,40375",PETROLINA
5111,2021-07-31,"1,8","24,484274",PETROLINA
5112,2021-08-31,",2","24,802285",PETROLINA
5113,2021-09-30,0,"27,629444",PETROLINA
5114,2021-10-31,"45,2","28,857392",PETROLINA
5115,2021-11-30,80,"27,488472",PETROLINA
5116,2021-12-31,"182,4","26,583468",PETROLINA
5117,2022-01-31,"53,8","26,354032",PETROLINA
5118,2022-02-28,"49,6","27,568601",PETROLINA
5119,2022-03-31,"23,2","27,262097",PETROLINA
5120,2022-04-30,"51,4","27,569167",PETROLINA
5121,2022-05-31,"23,6","26,04879",PETROLINA
5122,2022-06-30,"7,2","24,899861",PETROLINA
5123,2022-07-31,"11,2","24,216532",PETROLINA
5124,2023-05-31,"69,2","26,500154",PETROLINA
5125,2023-06-30,"2,6","25,002083",PETROLINA
5126,2023-07-31,0,"25,418011",PETROLINA
5127,2018-01-31,51,"27,661828",PARNAIBA
5128,2018-02-28,"366,6","25,698363",PARNAIBA
5129,2018-08-31,1,"26,749462",PARNAIBA
5130,2018-09-30,0,"27,57747",PARNAIBA
5131,2018-10-31,0,"27,967876",PARNAIBA
5132,2018-11-30,0,"28,626111",PARNAIBA
5133,2018-12-31,"173,2","26,74207",PARNAIBA
5134,2019-01-31,"140,8","26,421505",PARNAIBA
5135,2019-02-28,"142,8","26,025309",PARNAIBA
5136,2019-03-31,"251,8","25,887634",PARNAIBA
5137,2019-04-30,"282,2","25,931944",PARNAIBA
5138,2019-07-31,"86,6","26,381183",PARNAIBA
5139,2019-08-31,"6,6","26,743952",PARNAIBA
5140,2019-09-30,"20,8","27,573056",PARNAIBA
5141,2019-10-31,0,"27,802823",PARNAIBA
5142,2019-11-30,",2","28,282222",PARNAIBA
5143,2019-12-31,"12,4","28,594489",PARNAIBA
5144,2020-01-31,"227,8","26,712097",PARNAIBA
5145,2020-02-29,"161,6","26,229454",PARNAIBA
5146,2020-03-31,433,"26,345565",PARNAIBA
5147,2020-04-30,"343,6","26,126944",PARNAIBA
5148,2020-07-31,"21,8","26,161828",PARNAIBA
5149,2020-08-31,"2,2","26,668548",PARNAIBA
5150,2020-09-30,0,"27,569722",PARNAIBA
5151,2020-10-31,0,"28,135349",PARNAIBA
5152,2020-11-30,"97,2","27,977083",PARNAIBA
5153,2020-12-31,0,"27,99422",PARNAIBA
5154,2021-01-31,"91,6","27,215457",PARNAIBA
5155,2021-02-28,"131,8","26,581399",PARNAIBA
5156,2021-03-31,"261,6","25,684946",PARNAIBA
5157,2021-04-30,"166,6","26,592098",PARNAIBA
5158,2021-08-31,"13,6","26,825625",PARNAIBA
5159,2022-11-30,"18,4","27,716667",PARNAIBA
5160,2022-12-31,"76,4","27,65336",PARNAIBA
5161,2023-01-31,"149,6","26,562097",PARNAIBA
5162,2023-02-28,"139,8","26,058184",PARNAIBA
5163,2023-03-31,"220,4","25,643952",PARNAIBA
5164,2023-04-30,"304,8","25,895278",PARNAIBA
5165,2023-05-31,"81,4","26,88293",PARNAIBA
5166,2023-06-30,72,"26,671558",PARNAIBA
5167,2023-07-31,"6,4","26,879839",PARNAIBA
5168,2018-03-31,"45,4","24,255108",ARCO VERDE
5169,2018-04-30,"78,4","23,051111",ARCO VERDE
5170,2018-05-31,"88,6","21,933602",ARCO VERDE
5171,2018-06-30,16,"21,424028",ARCO VERDE
5172,2018-07-31,32,"21,217742",ARCO VERDE
5173,2018-08-31,"7,2","22,440995",ARCO VERDE
5174,2018-09-30,"22,2","23,434861",ARCO VERDE
5175,2018-10-31,",4","25,450672",ARCO VERDE
5176,2018-11-30,2,"25,455694",ARCO VERDE
5177,2019-03-31,49,"25,127285",ARCO VERDE
5178,2019-04-30,"20,4","24,646111",ARCO VERDE
5179,2019-05-31,"25,6","24,058064",ARCO VERDE
5180,2019-06-30,"60,2","22,125556",ARCO VERDE
5181,2019-07-31,"139,4","20,85793",ARCO VERDE
5182,2019-08-31,"108,2","20,623387",ARCO VERDE
5183,2019-09-30,"32,8","22,932778",ARCO VERDE
5184,2019-10-31,"4,4","24,630645",ARCO VERDE
5185,2019-11-30,"8,2","25,899861",ARCO VERDE
5186,2019-12-31,",6","26,175134",ARCO VERDE
5187,2020-01-31,"58,8","26,313978",ARCO VERDE
5188,2020-02-29,"67,4","25,736494",ARCO VERDE
5189,2020-03-31,"500,8","24,287991",ARCO VERDE
5190,2020-04-30,"8,4","23,861667",ARCO VERDE
5191,2022-09-30,"19,8","22,020417",ARCO VERDE
5192,2022-10-31,"9,4","23,900403",ARCO VERDE
5193,2022-11-30,"246,8","24,048889",ARCO VERDE
5194,2022-12-31,"5,2","24,04422",ARCO VERDE
5195,2023-01-31,"16,8","24,89543",ARCO VERDE
5196,2023-02-28,"52,8","24,82872",ARCO VERDE
5197,2023-03-31,115,"24,404839",ARCO VERDE
5198,2023-04-30,"55,4","23,937917",ARCO VERDE
5199,2023-05-31,"84,2","23,281183",ARCO VERDE
5200,2023-06-30,"148,2","21,45625",ARCO VERDE
5201,2023-07-31,68,"20,978091",ARCO VERDE
5202,2018-04-30,190,"22,28497",AREIA
5203,2018-05-31,"106,6","21,785753",AREIA
5204,2018-06-30,"103,8","20,915694",AREIA
5205,2018-07-31,"83,2","20,600538",AREIA
5206,2018-08-31,"18,6","21,332258",AREIA
5207,2018-09-30,20,"21,82875",AREIA
5208,2018-10-31,"15,2","23,104973",AREIA
5209,2018-11-30,7,"23,658056",AREIA
5210,2018-12-31,"35,8","23,836022",AREIA
5211,2019-01-31,"38,4","24,107392",AREIA
5212,2019-02-28,"215,4","23,673958",AREIA
5213,2019-03-31,175,"23,46129",AREIA
5214,2019-04-30,"132,4","23,314028",AREIA
5215,2019-05-31,"104,4","23,029167",AREIA
5216,2019-06-30,"173,6","21,499028",AREIA
5217,2019-07-31,279,"20,526882",AREIA
5218,2019-08-31,"121,6","20,270161",AREIA
5219,2019-09-30,"55,4","21,216806",AREIA
5220,2019-10-31,"58,8","22,166299",AREIA
5221,2019-11-30,"1,2","23,437222",AREIA
5222,2019-12-31,5,"23,934812",AREIA
5223,2020-01-31,"19,2","24,485349",AREIA
5224,2020-02-29,"24,6","24,838506",AREIA
5225,2020-03-31,186,"24,156124",AREIA
5226,2020-04-30,148,"23,719028",AREIA
5227,2020-05-31,"152,2","22,674194",AREIA
5228,2020-06-30,"156,6","21,433195",AREIA
5229,2020-07-31,"190,4","20,512903",AREIA
5230,2020-08-31,"24,8","20,946102",AREIA
5231,2020-09-30,"78,8","21,411667",AREIA
5232,2020-10-31,"28,2","22,949462",AREIA
5233,2020-11-30,"49,2","23,334444",AREIA
5234,2020-12-31,"8,6","23,454704",AREIA
5235,2021-01-31,6,"23,825976",AREIA
5236,2021-02-28,64,"23,955655",AREIA
5237,2021-03-31,"106,2","23,474462",AREIA
5238,2021-04-30,"164,4","23,077917",AREIA
5239,2021-05-31,"161,2","21,840054",AREIA
5240,2021-06-30,49,"21,458056",AREIA
5241,2021-07-31,"101,2","21,058199",AREIA
5242,2021-08-31,138,"20,625",AREIA
5243,2021-09-30,"16,6","22,396111",AREIA
5244,2021-10-31,34,"23,415726",AREIA
5245,2021-11-30,"4,2","24,434167",AREIA
5246,2021-12-31,"109,2","24,024731",AREIA
5247,2022-01-31,"68,2","23,725269",AREIA
5248,2022-02-28,53,"24,028125",AREIA
5249,2022-03-31,"371,8","23,550269",AREIA
5250,2022-04-30,"139,2","23,114722",AREIA
5251,2022-05-31,"299,4","22,214651",AREIA
5252,2022-06-30,"238,4","21,10875",AREIA
5253,2022-07-31,"313,4","20,376075",AREIA
5254,2022-08-31,"78,4","20,28293",AREIA
5255,2022-09-30,"45,4","21,221389",AREIA
5256,2022-10-31,"18,2","22,598656",AREIA
5257,2022-11-30,"43,6","23,1175",AREIA
5258,2022-12-31,"25,8","23,512634",AREIA
5259,2023-01-31,115,"23,160215",AREIA
5260,2023-02-28,"112,2","23,701935",AREIA
5261,2023-03-31,"131,6","23,247581",AREIA
5262,2023-04-30,104,"23,23625",AREIA
5263,2023-05-31,"139,6","22,872581",AREIA
5264,2023-06-30,"286,2","21,362778",AREIA
5265,2023-07-31,"129,4","21,16828",AREIA
5266,2018-01-31,"113,2","26,409274",FLORIANO
5267,2018-02-28,"427,4","26,035417",FLORIANO
5268,2018-08-31,",4","29,895296",FLORIANO
5269,2018-09-30,"33,2","31,249861",FLORIANO
5270,2018-10-31,"63,4","30,998387",FLORIANO
5271,2018-11-30,72,"29,633056",FLORIANO
5272,2018-12-31,"168,2","26,916129",FLORIANO
5273,2019-01-31,"86,6","27,193145",FLORIANO
5274,2019-02-28,"250,6","26,606399",FLORIANO
5275,2019-03-31,"198,2","26,655914",FLORIANO
5276,2019-04-30,"181,4","26,958194",FLORIANO
5277,2019-06-30,"1,6","27,118611",FLORIANO
5278,2019-07-31,"2,4","27,772312",FLORIANO
5279,2019-08-31,",2","29,594355",FLORIANO
5280,2019-09-30,"2,6","31,505139",FLORIANO
5281,2019-10-31,"5,6","31,342742",FLORIANO
5282,2019-11-30,"5,8","31,298194",FLORIANO
5283,2019-12-31,12,"29,685887",FLORIANO
5284,2021-10-31,91,"30,344624",FLORIANO
5285,2021-11-30,"212,4","27,380139",FLORIANO
5286,2021-12-31,"285,4","26,740726",FLORIANO
5287,2022-01-31,188,"26,095296",FLORIANO
5288,2022-02-28,"300,8","26,597024",FLORIANO
5289,2023-04-30,"54,6","26,699861",FLORIANO
5290,2023-05-31,"103,6","27,255242",FLORIANO
5291,2023-06-30,5,"27,545417",FLORIANO
5292,2023-07-31,0,"28,452554",FLORIANO
5293,2018-01-31,"181,2","27,797581",TERESINA
5294,2018-02-28,268,"27,515774",TERESINA
5295,2018-03-31,"319,2","27,4",TERESINA
5296,2018-04-30,299,"26,974028",TERESINA
5297,2018-05-31,"66,4","27,750269",TERESINA
5298,2018-06-30,"13,6","27,049861",TERESINA
5299,2018-07-31,"6,6","27,200129",TERESINA
5300,2018-08-31,"2,4","27,95457",TERESINA
5301,2018-09-30,"18,4","29,116528",TERESINA
5302,2018-10-31,"5,4","29,775538",TERESINA
5303,2018-11-30,"10,8","29,811389",TERESINA
5304,2018-12-31,"367,2","27,863575",TERESINA
5305,2019-01-31,"162,2","27,864382",TERESINA
5306,2019-02-28,"263,6","27,467708",TERESINA
5307,2019-03-31,"428,4","26,663172",TERESINA
5308,2019-04-30,361,"26,354445",TERESINA
5309,2019-07-31,"8,4","26,645833",TERESINA
5310,2019-08-31,"1,4","27,518952",TERESINA
5311,2019-09-30,4,"28,919722",TERESINA
5312,2019-10-31,10,"29,642473",TERESINA
5313,2019-11-30,"9,4","30,045139",TERESINA
5314,2019-12-31,"25,6","29,692339",TERESINA
5315,2020-01-31,"191,2","26,902285",TERESINA
5316,2020-02-29,"353,8","26,399282",TERESINA
5317,2020-03-31,371,"26,307053",TERESINA
5318,2021-02-28,"382,8","26,370679",TERESINA
5319,2021-03-31,"314,2","26,089247",TERESINA
5320,2021-04-30,170,"26,616528",TERESINA
5321,2021-05-31,"110,2","26,547849",TERESINA
5322,2021-06-30,"24,4","26,522639",TERESINA
5323,2021-07-31,"74,6","26,654167",TERESINA
5324,2021-09-30,"28,4","29,390139",TERESINA
5325,2021-10-31,"57,8","29,097312",TERESINA
5326,2021-11-30,99,"28,103472",TERESINA
5327,2022-03-31,"447,2","25,780108",TERESINA
5328,2022-04-30,"236,2","26,480833",TERESINA
5329,2022-05-31,114,"26,526075",TERESINA
5330,2022-06-30,76,"26,018611",TERESINA
5331,2022-07-31,"2,6","26,481586",TERESINA
5332,2022-08-31,1,"27,11129",TERESINA
5333,2022-09-30,19,"28,667083",TERESINA
5334,2022-10-31,"14,6","29,614382",TERESINA
5335,2022-11-30,"122,2","27,432639",TERESINA
5336,2022-12-31,"294,2","27,11371",TERESINA
5337,2023-01-31,"209,8","25,839919",TERESINA
5338,2023-02-28,266,"26,155506",TERESINA
5339,2023-03-31,"282,2","26,002419",TERESINA
5340,2023-04-30,349,"26,497917",TERESINA
5341,2023-05-31,"126,8","27,17043",TERESINA
5342,2023-06-30,"9,2","26,991806",TERESINA
5343,2023-07-31,"1,8","26,974866",TERESINA
5344,2018-01-31,"61,6","24,570161",CAMPINA GRANDE
5345,2018-02-28,"164,2","24,283631",CAMPINA GRANDE
5346,2018-03-31,"62,2","24,432258",CAMPINA GRANDE
5347,2018-04-30,"162,6","23,44625",CAMPINA GRANDE
5348,2018-05-31,"76,2","22,920027",CAMPINA GRANDE
5349,2018-06-30,",8","22,059028",CAMPINA GRANDE
5350,2018-07-31,0,"21,856317",CAMPINA GRANDE
5351,2018-08-31,"8,6","22,646237",CAMPINA GRANDE
5352,2018-09-30,"4,8","23,144306",CAMPINA GRANDE
5353,2018-10-31,"1,8","24,372984",CAMPINA GRANDE
5354,2018-11-30,6,"24,753056",CAMPINA GRANDE
5355,2018-12-31,"32,8","24,92379",CAMPINA GRANDE
5356,2019-01-31,"12,8","25,254704",CAMPINA GRANDE
5357,2019-02-28,"54,8","24,963691",CAMPINA GRANDE
5358,2019-03-31,48,"25,00578",CAMPINA GRANDE
5359,2019-04-30,"89,6","24,765",CAMPINA GRANDE
5360,2019-05-31,"35,4","24,521909",CAMPINA GRANDE
5361,2019-06-30,110,"22,812285",CAMPINA GRANDE
5362,2019-12-31,"1,6","25,185887",CAMPINA GRANDE
5363,2020-01-31,"44,4","25,650403",CAMPINA GRANDE
5364,2020-02-29,19,"25,958333",CAMPINA GRANDE
5365,2020-03-31,"131,6","25,307283",CAMPINA GRANDE
5366,2020-04-30,"59,6","25,003056",CAMPINA GRANDE
5367,2020-05-31,"85,8","23,968145",CAMPINA GRANDE
5368,2020-06-30,"120,4","22,537778",CAMPINA GRANDE
5369,2020-07-31,"105,6","21,589516",CAMPINA GRANDE
5370,2020-08-31,"14,8","22,32957",CAMPINA GRANDE
5371,2020-09-30,"31,6","22,693333",CAMPINA GRANDE
5372,2020-10-31,"1,8","24,38629",CAMPINA GRANDE
5373,2020-11-30,"23,6","24,738333",CAMPINA GRANDE
5374,2020-12-31,"25,8","24,575672",CAMPINA GRANDE
5375,2021-01-31,"2,8","24,987231",CAMPINA GRANDE
5376,2021-02-28,"21,6","25,257292",CAMPINA GRANDE
5377,2021-03-31,"79,2","24,722446",CAMPINA GRANDE
5378,2021-04-30,"77,2","24,302778",CAMPINA GRANDE
5379,2021-05-31,"92,4","23,103495",CAMPINA GRANDE
5380,2021-06-30,34,"22,770972",CAMPINA GRANDE
5381,2021-07-31,"53,2","22,349866",CAMPINA GRANDE
5382,2021-08-31,"51,8","21,772984",CAMPINA GRANDE
5383,2021-09-30,"2,8","23,8725",CAMPINA GRANDE
5384,2021-10-31,"8,8","24,78871",CAMPINA GRANDE
5385,2021-11-30,0,"25,648333",CAMPINA GRANDE
5386,2021-12-31,60,"25,170968",CAMPINA GRANDE
5387,2022-01-31,"60,2","25,015726",CAMPINA GRANDE
5388,2022-02-28,"18,4","25,385714",CAMPINA GRANDE
5389,2022-03-31,206,"24,801882",CAMPINA GRANDE
5390,2022-04-30,"77,6","24,437778",CAMPINA GRANDE
5391,2022-05-31,229,"23,382392",CAMPINA GRANDE
5392,2022-06-30,"128,6","22,117917",CAMPINA GRANDE
5393,2022-07-31,"152,6","21,440323",CAMPINA GRANDE
5394,2022-08-31,"55,4","21,483333",CAMPINA GRANDE
5395,2022-09-30,"12,2","22,621111",CAMPINA GRANDE
5396,2022-10-31,"6,2","23,88629",CAMPINA GRANDE
5397,2022-11-30,40,"24,32625",CAMPINA GRANDE
5398,2022-12-31,"39,8","24,567339",CAMPINA GRANDE
5399,2023-01-31,"37,6","24,388575",CAMPINA GRANDE
5400,2023-02-28,"48,4","25,091369",CAMPINA GRANDE
5401,2023-03-31,"104,4","24,521237",CAMPINA GRANDE
5402,2023-04-30,62,"24,354722",CAMPINA GRANDE
5403,2023-05-31,"104,8","24,082661",CAMPINA GRANDE
5404,2023-06-30,"195,6","22,467083",CAMPINA GRANDE
5405,2023-07-31,46,"22,280242",CAMPINA GRANDE
5406,2018-03-31,324,"21,494489",GUARAMIRANGA
5407,2018-04-30,"360,2","20,896667",GUARAMIRANGA
5408,2018-05-31,"186,6","20,885349",GUARAMIRANGA
5409,2018-06-30,50,"20,365694",GUARAMIRANGA
5410,2018-07-31,"64,6","20,436828",GUARAMIRANGA
5411,2018-08-31,"60,2","20,790726",GUARAMIRANGA
5412,2018-09-30,"8,2","21,276528",GUARAMIRANGA
5413,2018-10-31,"22,4","21,619758",GUARAMIRANGA
5414,2018-11-30,"34,8","21,928984",GUARAMIRANGA
5415,2019-06-30,"137,6","20,654511",GUARAMIRANGA
5416,2019-07-31,"125,2","20,214464",GUARAMIRANGA
5417,2019-08-31,36,"20,487903",GUARAMIRANGA
5418,2019-09-30,28,"21,115538",GUARAMIRANGA
5419,2019-10-31,"20,4","21,478413",GUARAMIRANGA
5420,2019-11-30,"16,4","22,099794",GUARAMIRANGA
5421,2019-12-31,46,"22,25971",GUARAMIRANGA
5422,2020-01-31,194,"21,8242",GUARAMIRANGA
5423,2022-11-30,"92,8","21,624104",GUARAMIRANGA
5424,2022-12-31,49,"21,885887",GUARAMIRANGA
5425,2023-01-31,"207,2","21,600134",GUARAMIRANGA
5426,2023-02-28,"216,2","21,747321",GUARAMIRANGA
5427,2023-03-31,"360,6","21,353091",GUARAMIRANGA
5428,2023-04-30,261,"21,259306",GUARAMIRANGA
5429,2018-05-31,"58,6","24,662231",BARBALHA
5430,2018-06-30,"2,8","24,564444",BARBALHA
5431,2018-07-31,0,"25,206183",BARBALHA
5432,2018-08-31,0,"26,23293",BARBALHA
5433,2018-09-30,0,"27,617708",BARBALHA
5434,2018-11-30,"52,2","28,9125",BARBALHA
5435,2018-12-31,"191,4","25,976747",BARBALHA
5436,2019-01-31,"97,6","25,928494",BARBALHA
5437,2019-02-28,"80,4","26,480357",BARBALHA
5438,2019-03-31,"60,6","25,977285",BARBALHA
5439,2019-04-30,"72,6","25,571433",BARBALHA
5440,2019-07-31,"2,2","24,654704",BARBALHA
5441,2019-08-31,0,"25,725929",BARBALHA
5442,2019-09-30,0,"27,839167",BARBALHA
5443,2019-10-31,"20,8","29,042608",BARBALHA
5444,2019-11-30,"39,2","29,315833",BARBALHA
5445,2019-12-31,"74,4","28,536156",BARBALHA
5446,2020-01-31,138,"26,428226",BARBALHA
5447,2020-03-31,"336,6","26,491013",BARBALHA
5448,2020-04-30,153,"26,142107",BARBALHA
5449,2020-05-31,77,"25,497312",BARBALHA
5450,2020-06-30,21,"24,515139",BARBALHA
5451,2020-07-31,0,"24,665457",BARBALHA
5452,2020-08-31,0,"25,90121",BARBALHA
5453,2020-09-30,"4,2","27,379028",BARBALHA
5454,2020-10-31,"8,4","28,898253",BARBALHA
5455,2020-11-30,"25,8","27,964861",BARBALHA
5456,2020-12-31,"63,6","27,700941",BARBALHA
5457,2021-01-31,"99,8","26,746371",BARBALHA
5458,2021-02-28,203,"26,466162",BARBALHA
5459,2021-03-31,203,"26,039281",BARBALHA
5460,2018-01-31,24,"29,331317",CAICO
5461,2018-02-28,"164,2","28,247574",CAICO
5462,2018-03-31,"154,6","28,409543",CAICO
5463,2018-08-31,0,"28,123656",CAICO
5464,2018-09-30,0,"28,843056",CAICO
5465,2018-10-31,",2","29,754301",CAICO
5466,2018-11-30,0,"30,176806",CAICO
5467,2018-12-31,17,"29,80578",CAICO
5468,2019-01-31,"62,8","28,931183",CAICO
5469,2019-03-31,"152,4","27,53871",CAICO
5470,2019-04-30,69,"27,147361",CAICO
5471,2019-05-31,"5,8","27,358871",CAICO
5472,2019-06-30,"1,4","27,35",CAICO
5473,2019-07-31,"2,6","26,508199",CAICO
5474,2019-08-31,"1,2","27,100134",CAICO
5475,2019-09-30,0,"28,715833",CAICO
5476,2019-10-31,0,"29,586559",CAICO
5477,2019-11-30,0,"30,4366",CAICO
5478,2019-12-31,",8","30,625134",CAICO
5479,2020-01-31,"18,6","29,614785",CAICO
5480,2018-01-31,0,"28,354301",MACAU
5481,2018-05-31,"68,2","26,725544",MACAU
5482,2018-06-30,"36,4","26,335694",MACAU
5483,2018-07-31,40,"26,539247",MACAU
5484,2018-08-31,0,"27,468817",MACAU
5485,2018-09-30,0,"27,921389",MACAU
5486,2018-10-31,0,"27,802688",MACAU
5487,2018-11-30,0,"28,7225",MACAU
5488,2019-03-31,"162,8","26,935887",MACAU
5489,2019-06-30,"9,2","26,811806",MACAU
5490,2019-07-31,"1,4","26,699731",MACAU
5491,2019-08-31,"6,4","27,362231",MACAU
5492,2019-09-30,"2,2","27,730972",MACAU
5493,2019-10-31,0,"28,101882",MACAU
5494,2019-11-30,",2","28,327222",MACAU
5495,2019-12-31,0,"28,537634",MACAU
5496,2020-01-31,75,"28,211694",MACAU
5497,2020-02-29,"103,8","28,042529",MACAU
5498,2022-09-30,0,"27,355417",MACAU
5499,2022-10-31,0,"28,185887",MACAU
5500,2022-11-30,0,"27,5425",MACAU
5501,2022-12-31,"11,4","27,768683",MACAU
5502,2023-01-31,11,"27,910215",MACAU
5503,2018-02-28,"172,4","26,920536",MOSSORO
5504,2018-03-31,59,"27,711828",MOSSORO
5505,2018-04-30,"202,4","26,293194",MOSSORO
5506,2018-05-31,"58,6","26,440591",MOSSORO
5507,2018-06-30,",8","25,989444",MOSSORO
5508,2018-07-31,0,"26,208333",MOSSORO
5509,2018-08-31,0,"26,846102",MOSSORO
5510,2018-09-30,0,"27,121806",MOSSORO
5511,2018-10-31,0,"27,517473",MOSSORO
5512,2018-11-30,",4","28,216667",MOSSORO
5513,2019-03-31,293,"26,492608",MOSSORO
5514,2019-04-30,"211,6","26,775278",MOSSORO
5515,2019-05-31,"49,8","26,779301",MOSSORO
5516,2019-06-30,"22,2","26,415556",MOSSORO
5517,2019-07-31,"10,2","26,194758",MOSSORO
5518,2019-08-31,"4,2","26,472715",MOSSORO
5519,2019-09-30,0,"26,959028",MOSSORO
5520,2019-10-31,0,"27,357796",MOSSORO
5521,2020-03-31,"268,4","27,064919",MOSSORO
5522,2022-09-30,0,"25,869722",MOSSORO
5523,2018-08-31,47,"27,779301",IGUATU
5524,2018-09-30,0,"29,171806",IGUATU
5525,2018-10-31,0,"29,615995",IGUATU
5526,2018-11-30,"66,4",30,IGUATU
5527,2018-12-31,"110,6","27,071237",IGUATU
5528,2019-01-31,128,"27,17285",IGUATU
5529,2019-02-28,"127,2","26,614137",IGUATU
5530,2019-03-31,"148,4","26,54879",IGUATU
5531,2019-04-30,"203,4","26,260972",IGUATU
5532,2019-05-31,"80,8","26,035484",IGUATU
5533,2019-06-30,"8,4","26,294028",IGUATU
5534,2019-08-31,",8","27,761806",IGUATU
5535,2019-09-30,0,"29,257222",IGUATU
5536,2019-10-31,0,"29,834722",IGUATU
5537,2020-02-29,"226,8","27,059722",IGUATU
5538,2020-03-31,288,"26,326882",IGUATU
5539,2020-05-31,"77,4","25,940323",IGUATU
5540,2020-09-30,0,"28,43869",IGUATU
5541,2021-06-30,"1,4","25,696389",IGUATU
5542,2021-07-31,"59,8","25,911699",IGUATU
5543,2022-04-30,"115,2","26,146009",IGUATU
5544,2022-09-30,"8,8","27,881389",IGUATU
5545,2022-10-31,",4","29,271774",IGUATU
5546,2022-11-30,"112,8","27,321111",IGUATU
5547,2022-12-31,"47,4","27,441129",IGUATU
5548,2023-01-31,"160,8","27,058737",IGUATU
5549,2023-02-28,"292,4","26,428125",IGUATU
5550,2023-03-31,"245,8","26,146505",IGUATU
5551,2023-04-30,"238,6","25,926111",IGUATU
5552,2023-05-31,"42,4","26,27836",IGUATU
5553,2023-06-30,12,"26,516111",IGUATU
5554,2023-07-31,"20,8","26,85",IGUATU
5555,2018-05-31,"289,6","25,839246",JOAO PESSOA
5556,2018-06-30,101,"25,250139",JOAO PESSOA
5557,2018-07-31,"197,8","24,67043",JOAO PESSOA
5558,2018-08-31,75,"25,187903",JOAO PESSOA
5559,2018-09-30,"65,2","25,6175",JOAO PESSOA
5560,2018-10-31,"4,6","26,822043",JOAO PESSOA
5561,2018-11-30,"15,8","27,3625",JOAO PESSOA
5562,2018-12-31,"48,4","27,55121",JOAO PESSOA
5563,2019-01-31,"56,2","27,482474",JOAO PESSOA
5564,2019-02-28,"234,4","27,551625",JOAO PESSOA
5565,2019-03-31,"248,8","27,366778",JOAO PESSOA
5566,2019-04-30,"195,6","27,047083",JOAO PESSOA
5567,2019-05-31,184,"26,936156",JOAO PESSOA
5568,2019-06-30,"728,4","25,410833",JOAO PESSOA
5569,2019-07-31,"363,2","24,679704",JOAO PESSOA
5570,2019-08-31,"79,2","25,164516",JOAO PESSOA
5571,2019-09-30,"70,2","25,637639",JOAO PESSOA
5572,2019-10-31,"29,4","26,394643",JOAO PESSOA
5573,2019-11-30,"2,4","27,440833",JOAO PESSOA
5574,2019-12-31,"19,4","27,770161",JOAO PESSOA
5575,2020-01-31,"36,4","28,19664",JOAO PESSOA
5576,2020-02-29,"123,8","28,196552",JOAO PESSOA
5577,2020-03-31,"279,6","27,664247",JOAO PESSOA
5578,2020-04-30,"208,6","27,40431",JOAO PESSOA
5579,2021-12-31,"48,2","28,113669",JOAO PESSOA
5580,2022-01-31,"238,8","27,492423",JOAO PESSOA
5581,2022-02-28,"35,2","28,245293",JOAO PESSOA
5582,2022-03-31,"294,4","27,597755",JOAO PESSOA
5583,2022-04-30,"241,4","27,181106",JOAO PESSOA
5584,2022-05-31,"714,2","26,146909",JOAO PESSOA
5585,2022-06-30,380,"24,902866",JOAO PESSOA
